annee_de_deces;departement_de_domicile;sexe;cause_initiale_de_deces;effectif_de_deces
2015;972;Hommes;2. Tumeurs;406
2016;972;Hommes;2. Tumeurs;454
2017;972;Hommes;2. Tumeurs;495
2018;972;Hommes;2. Tumeurs;460
2019;972;Hommes;2. Tumeurs;500
2020;972;Hommes;2. Tumeurs;508
2021;972;Hommes;2. Tumeurs;474
2022;972;Hommes;2. Tumeurs;446
2001;973;Hommes;2. Tumeurs;69
2002;973;Hommes;2. Tumeurs;70
2003;973;Hommes;2. Tumeurs;60
2004;973;Hommes;2. Tumeurs;71
2005;973;Hommes;2. Tumeurs;78
2006;973;Hommes;2. Tumeurs;52
2007;973;Hommes;2. Tumeurs;67
2008;973;Hommes;2. Tumeurs;70
2009;973;Hommes;2. Tumeurs;83
2010;973;Hommes;2. Tumeurs;77
2011;973;Hommes;2. Tumeurs;78
2012;973;Hommes;2. Tumeurs;87
2013;973;Hommes;2. Tumeurs;76
2014;973;Hommes;2. Tumeurs;84
2015;973;Hommes;2. Tumeurs;93
2016;973;Hommes;2. Tumeurs;104
2017;973;Hommes;2. Tumeurs;93
2018;973;Hommes;2. Tumeurs;111
2019;973;Hommes;2. Tumeurs;117
2020;973;Hommes;2. Tumeurs;125
2021;973;Hommes;2. Tumeurs;112
2022;973;Hommes;2. Tumeurs;115
2000;974;Hommes;2. Tumeurs;478
2001;974;Hommes;2. Tumeurs;500
2002;974;Hommes;2. Tumeurs;508
2003;974;Hommes;2. Tumeurs;544
2004;974;Hommes;2. Tumeurs;553
2005;974;Hommes;2. Tumeurs;602
2006;974;Hommes;2. Tumeurs;567
2007;974;Hommes;2. Tumeurs;548
2008;974;Hommes;2. Tumeurs;617
2009;974;Hommes;2. Tumeurs;636
2010;974;Hommes;2. Tumeurs;610
2011;974;Hommes;2. Tumeurs;589
2012;974;Hommes;2. Tumeurs;659
2013;974;Hommes;2. Tumeurs;609
2014;974;Hommes;2. Tumeurs;730
2015;974;Hommes;2. Tumeurs;683
2016;974;Hommes;2. Tumeurs;721
2017;974;Hommes;2. Tumeurs;692
2018;974;Hommes;2. Tumeurs;700
2019;974;Hommes;2. Tumeurs;750
2020;974;Hommes;2. Tumeurs;789
2021;974;Hommes;2. Tumeurs;740
2022;974;Hommes;2. Tumeurs;721
2014;976;Hommes;2. Tumeurs;50
2015;976;Hommes;2. Tumeurs;51
2016;976;Hommes;2. Tumeurs;62
2017;976;Hommes;2. Tumeurs;50
2018;976;Hommes;2. Tumeurs;45
2019;976;Hommes;2. Tumeurs;51
2020;976;Hommes;2. Tumeurs;75
2021;976;Hommes;2. Tumeurs;81
2022;976;Hommes;2. Tumeurs;71
1990;01;Femmes;2. Tumeurs;400
1991;01;Femmes;2. Tumeurs;387
1992;01;Femmes;2. Tumeurs;403
1993;01;Femmes;2. Tumeurs;410
1994;01;Femmes;2. Tumeurs;443
1995;01;Femmes;2. Tumeurs;417
1996;01;Femmes;2. Tumeurs;436
1997;01;Femmes;2. Tumeurs;430
1998;01;Femmes;2. Tumeurs;414
1999;01;Femmes;2. Tumeurs;404
2000;01;Femmes;2. Tumeurs;463
2001;01;Femmes;2. Tumeurs;442
2002;01;Femmes;2. Tumeurs;449
2003;01;Femmes;2. Tumeurs;443
2004;01;Femmes;2. Tumeurs;455
2005;01;Femmes;2. Tumeurs;514
2006;01;Femmes;2. Tumeurs;446
2007;01;Femmes;2. Tumeurs;484
2008;01;Femmes;2. Tumeurs;552
2009;01;Femmes;2. Tumeurs;538
2010;01;Femmes;2. Tumeurs;539
2011;01;Femmes;2. Tumeurs;478
2012;01;Femmes;2. Tumeurs;515
2013;01;Femmes;2. Tumeurs;628
2014;01;Femmes;2. Tumeurs;539
2015;01;Femmes;2. Tumeurs;582
2016;01;Femmes;2. Tumeurs;548
2017;01;Femmes;2. Tumeurs;629
2018;01;Femmes;2. Tumeurs;604
2019;01;Femmes;2. Tumeurs;598
2020;01;Femmes;2. Tumeurs;594
2021;01;Femmes;2. Tumeurs;608
2022;01;Femmes;2. Tumeurs;601
1990;02;Femmes;2. Tumeurs;563
1991;02;Femmes;2. Tumeurs;536
1992;02;Femmes;2. Tumeurs;524
1993;02;Femmes;2. Tumeurs;516
1994;02;Femmes;2. Tumeurs;544
1995;02;Femmes;2. Tumeurs;541
1996;02;Femmes;2. Tumeurs;532
1997;02;Femmes;2. Tumeurs;567
1998;02;Femmes;2. Tumeurs;546
1999;02;Femmes;2. Tumeurs;572
2000;02;Femmes;2. Tumeurs;537
2001;02;Femmes;2. Tumeurs;579
2002;02;Femmes;2. Tumeurs;612
2003;02;Femmes;2. Tumeurs;589
2004;02;Femmes;2. Tumeurs;552
2005;02;Femmes;2. Tumeurs;565
2006;02;Femmes;2. Tumeurs;637
2007;02;Femmes;2. Tumeurs;597
2008;02;Femmes;2. Tumeurs;658
2009;02;Femmes;2. Tumeurs;614
2010;02;Femmes;2. Tumeurs;649
2011;02;Femmes;2. Tumeurs;681
2012;02;Femmes;2. Tumeurs;631
2013;02;Femmes;2. Tumeurs;626
2014;02;Femmes;2. Tumeurs;677
2015;02;Femmes;2. Tumeurs;654
2016;02;Femmes;2. Tumeurs;646
2017;02;Femmes;2. Tumeurs;717
2018;02;Femmes;2. Tumeurs;641
2019;02;Femmes;2. Tumeurs;728
2020;02;Femmes;2. Tumeurs;623
2021;02;Femmes;2. Tumeurs;644
2022;02;Femmes;2. Tumeurs;669
1990;03;Femmes;2. Tumeurs;454
1991;03;Femmes;2. Tumeurs;483
1992;03;Femmes;2. Tumeurs;477
1993;03;Femmes;2. Tumeurs;482
1994;03;Femmes;2. Tumeurs;545
1995;03;Femmes;2. Tumeurs;476
1996;03;Femmes;2. Tumeurs;432
1997;03;Femmes;2. Tumeurs;484
1998;03;Femmes;2. Tumeurs;480
1999;03;Femmes;2. Tumeurs;454
2000;03;Femmes;2. Tumeurs;490
2001;03;Femmes;2. Tumeurs;450
2002;03;Femmes;2. Tumeurs;494
2003;03;Femmes;2. Tumeurs;505
2004;03;Femmes;2. Tumeurs;456
2005;03;Femmes;2. Tumeurs;498
2006;03;Femmes;2. Tumeurs;516
2007;03;Femmes;2. Tumeurs;497
2008;03;Femmes;2. Tumeurs;495
2009;03;Femmes;2. Tumeurs;540
2010;03;Femmes;2. Tumeurs;517
2011;03;Femmes;2. Tumeurs;515
2012;03;Femmes;2. Tumeurs;563
2013;03;Femmes;2. Tumeurs;546
2014;03;Femmes;2. Tumeurs;526
2015;03;Femmes;2. Tumeurs;527
2016;03;Femmes;2. Tumeurs;531
2017;03;Femmes;2. Tumeurs;552
2018;03;Femmes;2. Tumeurs;542
2019;03;Femmes;2. Tumeurs;526
2020;03;Femmes;2. Tumeurs;550
2021;03;Femmes;2. Tumeurs;609
2022;03;Femmes;2. Tumeurs;567
1990;04;Femmes;2. Tumeurs;137
1991;04;Femmes;2. Tumeurs;145
1992;04;Femmes;2. Tumeurs;139
1993;04;Femmes;2. Tumeurs;165
1994;04;Femmes;2. Tumeurs;125
1995;04;Femmes;2. Tumeurs;143
1996;04;Femmes;2. Tumeurs;156
1997;04;Femmes;2. Tumeurs;144
1998;04;Femmes;2. Tumeurs;145
1999;04;Femmes;2. Tumeurs;154
2000;04;Femmes;2. Tumeurs;158
2001;04;Femmes;2. Tumeurs;171
2002;04;Femmes;2. Tumeurs;158
2003;04;Femmes;2. Tumeurs;152
2004;04;Femmes;2. Tumeurs;180
2005;04;Femmes;2. Tumeurs;167
2006;04;Femmes;2. Tumeurs;192
2007;04;Femmes;2. Tumeurs;181
2008;04;Femmes;2. Tumeurs;162
2009;04;Femmes;2. Tumeurs;189
2010;04;Femmes;2. Tumeurs;180
2011;04;Femmes;2. Tumeurs;190
2012;04;Femmes;2. Tumeurs;172
2013;04;Femmes;2. Tumeurs;196
2014;04;Femmes;2. Tumeurs;193
2015;04;Femmes;2. Tumeurs;233
2016;04;Femmes;2. Tumeurs;207
2017;04;Femmes;2. Tumeurs;254
2018;04;Femmes;2. Tumeurs;226
2019;04;Femmes;2. Tumeurs;218
2020;04;Femmes;2. Tumeurs;212
2021;04;Femmes;2. Tumeurs;234
2022;04;Femmes;2. Tumeurs;233
1990;05;Femmes;2. Tumeurs;109
1991;05;Femmes;2. Tumeurs;95
1992;05;Femmes;2. Tumeurs;114
1993;05;Femmes;2. Tumeurs;114
1994;05;Femmes;2. Tumeurs;125
1995;05;Femmes;2. Tumeurs;100
1996;05;Femmes;2. Tumeurs;133
1997;05;Femmes;2. Tumeurs;119
1998;05;Femmes;2. Tumeurs;131
1999;05;Femmes;2. Tumeurs;135
2000;05;Femmes;2. Tumeurs;121
2001;05;Femmes;2. Tumeurs;132
2002;05;Femmes;2. Tumeurs;128
2003;05;Femmes;2. Tumeurs;128
2004;05;Femmes;2. Tumeurs;126
2005;05;Femmes;2. Tumeurs;132
2006;05;Femmes;2. Tumeurs;129
2007;05;Femmes;2. Tumeurs;150
2008;05;Femmes;2. Tumeurs;127
2009;05;Femmes;2. Tumeurs;156
2010;05;Femmes;2. Tumeurs;144
2011;05;Femmes;2. Tumeurs;131
2012;05;Femmes;2. Tumeurs;161
2013;05;Femmes;2. Tumeurs;157
2014;05;Femmes;2. Tumeurs;154
2015;05;Femmes;2. Tumeurs;164
2016;05;Femmes;2. Tumeurs;170
2017;05;Femmes;2. Tumeurs;161
2018;05;Femmes;2. Tumeurs;153
2019;05;Femmes;2. Tumeurs;176
2020;05;Femmes;2. Tumeurs;202
2021;05;Femmes;2. Tumeurs;184
2022;05;Femmes;2. Tumeurs;169
1990;06;Femmes;2. Tumeurs;1200
1991;06;Femmes;2. Tumeurs;1255
1992;06;Femmes;2. Tumeurs;1370
1993;06;Femmes;2. Tumeurs;1298
1994;06;Femmes;2. Tumeurs;1261
1995;06;Femmes;2. Tumeurs;1253
1996;06;Femmes;2. Tumeurs;1294
1997;06;Femmes;2. Tumeurs;1322
1998;06;Femmes;2. Tumeurs;1272
1999;06;Femmes;2. Tumeurs;1320
2000;06;Femmes;2. Tumeurs;1236
2001;06;Femmes;2. Tumeurs;1267
2002;06;Femmes;2. Tumeurs;1303
2003;06;Femmes;2. Tumeurs;1310
2004;06;Femmes;2. Tumeurs;1327
2005;06;Femmes;2. Tumeurs;1352
2006;06;Femmes;2. Tumeurs;1377
2007;06;Femmes;2. Tumeurs;1342
2008;06;Femmes;2. Tumeurs;1393
2009;06;Femmes;2. Tumeurs;1369
2010;06;Femmes;2. Tumeurs;1095
2011;06;Femmes;2. Tumeurs;1203
2012;06;Femmes;2. Tumeurs;1364
2013;06;Femmes;2. Tumeurs;1389
2014;06;Femmes;2. Tumeurs;1342
2015;06;Femmes;2. Tumeurs;1395
2016;06;Femmes;2. Tumeurs;1219
2017;06;Femmes;2. Tumeurs;1386
2018;06;Femmes;2. Tumeurs;1446
2019;06;Femmes;2. Tumeurs;1468
2020;06;Femmes;2. Tumeurs;1416
2021;06;Femmes;2. Tumeurs;1433
2022;06;Femmes;2. Tumeurs;1400
1990;07;Femmes;2. Tumeurs;314
1991;07;Femmes;2. Tumeurs;307
1992;07;Femmes;2. Tumeurs;317
1993;07;Femmes;2. Tumeurs;322
1994;07;Femmes;2. Tumeurs;316
1995;07;Femmes;2. Tumeurs;325
1996;07;Femmes;2. Tumeurs;331
1997;07;Femmes;2. Tumeurs;322
1998;07;Femmes;2. Tumeurs;307
1999;07;Femmes;2. Tumeurs;306
2000;07;Femmes;2. Tumeurs;372
2001;07;Femmes;2. Tumeurs;360
2002;07;Femmes;2. Tumeurs;313
2003;07;Femmes;2. Tumeurs;327
2004;07;Femmes;2. Tumeurs;299
2005;07;Femmes;2. Tumeurs;370
2006;07;Femmes;2. Tumeurs;370
2007;07;Femmes;2. Tumeurs;347
2008;07;Femmes;2. Tumeurs;395
2009;07;Femmes;2. Tumeurs;404
2010;07;Femmes;2. Tumeurs;414
2011;07;Femmes;2. Tumeurs;430
2012;07;Femmes;2. Tumeurs;409
2013;07;Femmes;2. Tumeurs;360
2014;07;Femmes;2. Tumeurs;408
2015;07;Femmes;2. Tumeurs;435
2016;07;Femmes;2. Tumeurs;428
2017;07;Femmes;2. Tumeurs;454
2018;07;Femmes;2. Tumeurs;421
2019;07;Femmes;2. Tumeurs;448
2020;07;Femmes;2. Tumeurs;435
2021;07;Femmes;2. Tumeurs;413
2022;07;Femmes;2. Tumeurs;440
1990;08;Femmes;2. Tumeurs;242
1991;08;Femmes;2. Tumeurs;271
1992;08;Femmes;2. Tumeurs;276
1993;08;Femmes;2. Tumeurs;305
1994;08;Femmes;2. Tumeurs;275
1995;08;Femmes;2. Tumeurs;292
1996;08;Femmes;2. Tumeurs;273
1997;08;Femmes;2. Tumeurs;295
1998;08;Femmes;2. Tumeurs;289
1999;08;Femmes;2. Tumeurs;310
2000;08;Femmes;2. Tumeurs;325
2001;08;Femmes;2. Tumeurs;292
2002;08;Femmes;2. Tumeurs;310
2003;08;Femmes;2. Tumeurs;311
2004;08;Femmes;2. Tumeurs;338
2005;08;Femmes;2. Tumeurs;285
2006;08;Femmes;2. Tumeurs;306
2007;08;Femmes;2. Tumeurs;307
2008;08;Femmes;2. Tumeurs;354
2009;08;Femmes;2. Tumeurs;313
2010;08;Femmes;2. Tumeurs;340
2011;08;Femmes;2. Tumeurs;337
2012;08;Femmes;2. Tumeurs;334
2013;08;Femmes;2. Tumeurs;350
2014;08;Femmes;2. Tumeurs;308
2015;08;Femmes;2. Tumeurs;334
2016;08;Femmes;2. Tumeurs;363
2017;08;Femmes;2. Tumeurs;376
2018;08;Femmes;2. Tumeurs;332
2019;08;Femmes;2. Tumeurs;347
2020;08;Femmes;2. Tumeurs;352
2021;08;Femmes;2. Tumeurs;357
2022;08;Femmes;2. Tumeurs;347
1990;09;Femmes;2. Tumeurs;158
1991;09;Femmes;2. Tumeurs;141
1992;09;Femmes;2. Tumeurs;163
1993;09;Femmes;2. Tumeurs;166
1994;09;Femmes;2. Tumeurs;168
1995;09;Femmes;2. Tumeurs;151
1996;09;Femmes;2. Tumeurs;185
1997;09;Femmes;2. Tumeurs;160
1998;09;Femmes;2. Tumeurs;169
1999;09;Femmes;2. Tumeurs;177
2000;09;Femmes;2. Tumeurs;162
2001;09;Femmes;2. Tumeurs;184
2002;09;Femmes;2. Tumeurs;173
2003;09;Femmes;2. Tumeurs;185
2004;09;Femmes;2. Tumeurs;198
2005;09;Femmes;2. Tumeurs;203
2006;09;Femmes;2. Tumeurs;190
2007;09;Femmes;2. Tumeurs;192
2008;09;Femmes;2. Tumeurs;195
2009;09;Femmes;2. Tumeurs;209
2010;09;Femmes;2. Tumeurs;191
2011;09;Femmes;2. Tumeurs;207
2012;09;Femmes;2. Tumeurs;229
2013;09;Femmes;2. Tumeurs;197
2014;09;Femmes;2. Tumeurs;184
2015;09;Femmes;2. Tumeurs;231
2016;09;Femmes;2. Tumeurs;184
2017;09;Femmes;2. Tumeurs;225
2018;09;Femmes;2. Tumeurs;213
2019;09;Femmes;2. Tumeurs;212
2020;09;Femmes;2. Tumeurs;231
2021;09;Femmes;2. Tumeurs;234
2022;09;Femmes;2. Tumeurs;242
1990;10;Femmes;2. Tumeurs;272
1991;10;Femmes;2. Tumeurs;321
1992;10;Femmes;2. Tumeurs;279
1993;10;Femmes;2. Tumeurs;320
1994;10;Femmes;2. Tumeurs;271
1995;10;Femmes;2. Tumeurs;265
1996;10;Femmes;2. Tumeurs;305
1997;10;Femmes;2. Tumeurs;282
1998;10;Femmes;2. Tumeurs;292
1999;10;Femmes;2. Tumeurs;333
2000;10;Femmes;2. Tumeurs;311
2001;10;Femmes;2. Tumeurs;312
2002;10;Femmes;2. Tumeurs;356
2003;10;Femmes;2. Tumeurs;293
2004;10;Femmes;2. Tumeurs;309
2005;10;Femmes;2. Tumeurs;329
2006;10;Femmes;2. Tumeurs;353
2007;10;Femmes;2. Tumeurs;310
2008;10;Femmes;2. Tumeurs;314
2009;10;Femmes;2. Tumeurs;376
2010;10;Femmes;2. Tumeurs;354
2011;10;Femmes;2. Tumeurs;375
2012;10;Femmes;2. Tumeurs;354
2013;10;Femmes;2. Tumeurs;362
2014;10;Femmes;2. Tumeurs;383
2015;10;Femmes;2. Tumeurs;385
2016;10;Femmes;2. Tumeurs;376
2017;10;Femmes;2. Tumeurs;415
2018;10;Femmes;2. Tumeurs;367
2019;10;Femmes;2. Tumeurs;389
2020;10;Femmes;2. Tumeurs;364
2021;10;Femmes;2. Tumeurs;370
2022;10;Femmes;2. Tumeurs;372
1990;11;Femmes;2. Tumeurs;317
1991;11;Femmes;2. Tumeurs;374
1992;11;Femmes;2. Tumeurs;335
1993;11;Femmes;2. Tumeurs;303
1994;11;Femmes;2. Tumeurs;319
1995;11;Femmes;2. Tumeurs;401
1996;11;Femmes;2. Tumeurs;354
1997;11;Femmes;2. Tumeurs;330
1998;11;Femmes;2. Tumeurs;348
1999;11;Femmes;2. Tumeurs;343
2000;11;Femmes;2. Tumeurs;352
2001;11;Femmes;2. Tumeurs;415
2002;11;Femmes;2. Tumeurs;374
2003;11;Femmes;2. Tumeurs;390
2004;11;Femmes;2. Tumeurs;410
2005;11;Femmes;2. Tumeurs;430
2006;11;Femmes;2. Tumeurs;415
2007;11;Femmes;2. Tumeurs;444
2008;11;Femmes;2. Tumeurs;435
2009;11;Femmes;2. Tumeurs;440
2010;11;Femmes;2. Tumeurs;467
2011;11;Femmes;2. Tumeurs;467
2012;11;Femmes;2. Tumeurs;495
2013;11;Femmes;2. Tumeurs;456
2014;11;Femmes;2. Tumeurs;482
2015;11;Femmes;2. Tumeurs;468
2016;11;Femmes;2. Tumeurs;495
2017;11;Femmes;2. Tumeurs;532
2018;11;Femmes;2. Tumeurs;554
2019;11;Femmes;2. Tumeurs;532
2020;11;Femmes;2. Tumeurs;532
2021;11;Femmes;2. Tumeurs;550
2022;11;Femmes;2. Tumeurs;538
1990;12;Femmes;2. Tumeurs;311
1991;12;Femmes;2. Tumeurs;315
1992;12;Femmes;2. Tumeurs;268
1993;12;Femmes;2. Tumeurs;299
1994;12;Femmes;2. Tumeurs;309
1995;12;Femmes;2. Tumeurs;325
1996;12;Femmes;2. Tumeurs;318
1997;12;Femmes;2. Tumeurs;321
1998;12;Femmes;2. Tumeurs;317
1999;12;Femmes;2. Tumeurs;315
2000;12;Femmes;2. Tumeurs;336
2001;12;Femmes;2. Tumeurs;334
2002;12;Femmes;2. Tumeurs;325
2003;12;Femmes;2. Tumeurs;345
2004;12;Femmes;2. Tumeurs;321
2005;12;Femmes;2. Tumeurs;366
2006;12;Femmes;2. Tumeurs;359
2007;12;Femmes;2. Tumeurs;314
2008;12;Femmes;2. Tumeurs;379
2009;12;Femmes;2. Tumeurs;346
2010;12;Femmes;2. Tumeurs;361
2011;12;Femmes;2. Tumeurs;403
2012;12;Femmes;2. Tumeurs;350
2013;12;Femmes;2. Tumeurs;361
2014;12;Femmes;2. Tumeurs;355
2015;12;Femmes;2. Tumeurs;366
2016;12;Femmes;2. Tumeurs;348
2017;12;Femmes;2. Tumeurs;380
2018;12;Femmes;2. Tumeurs;352
2019;12;Femmes;2. Tumeurs;392
2020;12;Femmes;2. Tumeurs;369
2021;12;Femmes;2. Tumeurs;362
2022;12;Femmes;2. Tumeurs;390
1990;13;Femmes;2. Tumeurs;1752
1991;13;Femmes;2. Tumeurs;1790
1992;13;Femmes;2. Tumeurs;1680
1993;13;Femmes;2. Tumeurs;1755
1994;13;Femmes;2. Tumeurs;1745
1995;13;Femmes;2. Tumeurs;1738
1996;13;Femmes;2. Tumeurs;1813
1997;13;Femmes;2. Tumeurs;1819
1998;13;Femmes;2. Tumeurs;1676
1999;13;Femmes;2. Tumeurs;1801
2000;13;Femmes;2. Tumeurs;1842
2001;13;Femmes;2. Tumeurs;1821
2002;13;Femmes;2. Tumeurs;1952
2003;13;Femmes;2. Tumeurs;1998
2004;13;Femmes;2. Tumeurs;1891
2005;13;Femmes;2. Tumeurs;1995
2006;13;Femmes;2. Tumeurs;1946
2007;13;Femmes;2. Tumeurs;1919
2008;13;Femmes;2. Tumeurs;1977
2009;13;Femmes;2. Tumeurs;1974
2010;13;Femmes;2. Tumeurs;1899
2011;13;Femmes;2. Tumeurs;1986
2012;13;Femmes;2. Tumeurs;2059
2013;13;Femmes;2. Tumeurs;2053
2014;13;Femmes;2. Tumeurs;2067
2015;13;Femmes;2. Tumeurs;2190
2016;13;Femmes;2. Tumeurs;2133
2017;13;Femmes;2. Tumeurs;2204
2018;13;Femmes;2. Tumeurs;2145
2019;13;Femmes;2. Tumeurs;2196
2020;13;Femmes;2. Tumeurs;2345
2021;13;Femmes;2. Tumeurs;2312
2022;13;Femmes;2. Tumeurs;2240
1990;14;Femmes;2. Tumeurs;598
1991;14;Femmes;2. Tumeurs;594
1992;14;Femmes;2. Tumeurs;564
1993;14;Femmes;2. Tumeurs;603
1994;14;Femmes;2. Tumeurs;588
1995;14;Femmes;2. Tumeurs;612
1996;14;Femmes;2. Tumeurs;653
1997;14;Femmes;2. Tumeurs;606
1998;14;Femmes;2. Tumeurs;673
1999;14;Femmes;2. Tumeurs;659
2000;14;Femmes;2. Tumeurs;633
2001;14;Femmes;2. Tumeurs;665
2002;14;Femmes;2. Tumeurs;645
2003;14;Femmes;2. Tumeurs;648
2004;14;Femmes;2. Tumeurs;683
2005;14;Femmes;2. Tumeurs;686
2006;14;Femmes;2. Tumeurs;756
2007;14;Femmes;2. Tumeurs;729
2008;14;Femmes;2. Tumeurs;751
2009;14;Femmes;2. Tumeurs;758
2010;14;Femmes;2. Tumeurs;765
2011;14;Femmes;2. Tumeurs;785
2012;14;Femmes;2. Tumeurs;802
2013;14;Femmes;2. Tumeurs;811
2014;14;Femmes;2. Tumeurs;820
2015;14;Femmes;2. Tumeurs;796
2016;14;Femmes;2. Tumeurs;893
2017;14;Femmes;2. Tumeurs;832
2018;14;Femmes;2. Tumeurs;846
2019;14;Femmes;2. Tumeurs;844
2020;14;Femmes;2. Tumeurs;936
2021;14;Femmes;2. Tumeurs;917
2022;14;Femmes;2. Tumeurs;926
1990;15;Femmes;2. Tumeurs;180
1991;15;Femmes;2. Tumeurs;205
1992;15;Femmes;2. Tumeurs;198
1993;15;Femmes;2. Tumeurs;186
1994;15;Femmes;2. Tumeurs;168
1995;15;Femmes;2. Tumeurs;184
1996;15;Femmes;2. Tumeurs;220
1997;15;Femmes;2. Tumeurs;190
1998;15;Femmes;2. Tumeurs;178
1999;15;Femmes;2. Tumeurs;200
2000;15;Femmes;2. Tumeurs;200
2001;15;Femmes;2. Tumeurs;205
2002;15;Femmes;2. Tumeurs;188
2003;15;Femmes;2. Tumeurs;198
2004;15;Femmes;2. Tumeurs;182
2005;15;Femmes;2. Tumeurs;199
2006;15;Femmes;2. Tumeurs;198
2007;15;Femmes;2. Tumeurs;198
2008;15;Femmes;2. Tumeurs;232
2009;15;Femmes;2. Tumeurs;205
2010;15;Femmes;2. Tumeurs;229
2011;15;Femmes;2. Tumeurs;220
2012;15;Femmes;2. Tumeurs;205
2013;15;Femmes;2. Tumeurs;217
2014;15;Femmes;2. Tumeurs;209
2015;15;Femmes;2. Tumeurs;223
2016;15;Femmes;2. Tumeurs;235
2017;15;Femmes;2. Tumeurs;254
2018;15;Femmes;2. Tumeurs;231
2019;15;Femmes;2. Tumeurs;208
2020;15;Femmes;2. Tumeurs;188
2021;15;Femmes;2. Tumeurs;230
2022;15;Femmes;2. Tumeurs;233
1990;16;Femmes;2. Tumeurs;375
1991;16;Femmes;2. Tumeurs;390
1992;16;Femmes;2. Tumeurs;380
1993;16;Femmes;2. Tumeurs;381
1994;16;Femmes;2. Tumeurs;385
1995;16;Femmes;2. Tumeurs;384
1996;16;Femmes;2. Tumeurs;389
1997;16;Femmes;2. Tumeurs;391
1998;16;Femmes;2. Tumeurs;375
1999;16;Femmes;2. Tumeurs;379
2000;16;Femmes;2. Tumeurs;385
2001;16;Femmes;2. Tumeurs;417
2002;16;Femmes;2. Tumeurs;397
2003;16;Femmes;2. Tumeurs;371
2004;16;Femmes;2. Tumeurs;403
2005;16;Femmes;2. Tumeurs;431
2006;16;Femmes;2. Tumeurs;397
2007;16;Femmes;2. Tumeurs;427
2008;16;Femmes;2. Tumeurs;418
2009;16;Femmes;2. Tumeurs;442
2010;16;Femmes;2. Tumeurs;444
2011;16;Femmes;2. Tumeurs;404
2012;16;Femmes;2. Tumeurs;423
2013;16;Femmes;2. Tumeurs;446
2014;16;Femmes;2. Tumeurs;456
2015;16;Femmes;2. Tumeurs;468
2016;16;Femmes;2. Tumeurs;486
2017;16;Femmes;2. Tumeurs;508
2018;16;Femmes;2. Tumeurs;508
2019;16;Femmes;2. Tumeurs;487
2020;16;Femmes;2. Tumeurs;482
2021;16;Femmes;2. Tumeurs;544
2022;16;Femmes;2. Tumeurs;508
1990;17;Femmes;2. Tumeurs;554
1991;17;Femmes;2. Tumeurs;601
1992;17;Femmes;2. Tumeurs;642
1993;17;Femmes;2. Tumeurs;617
1994;17;Femmes;2. Tumeurs;578
1995;17;Femmes;2. Tumeurs;624
1996;17;Femmes;2. Tumeurs;651
1997;17;Femmes;2. Tumeurs;627
1998;17;Femmes;2. Tumeurs;645
1999;17;Femmes;2. Tumeurs;658
2000;17;Femmes;2. Tumeurs;720
2001;17;Femmes;2. Tumeurs;742
2002;17;Femmes;2. Tumeurs;724
2003;17;Femmes;2. Tumeurs;724
2004;17;Femmes;2. Tumeurs;714
2005;17;Femmes;2. Tumeurs;727
2006;17;Femmes;2. Tumeurs;795
2007;17;Femmes;2. Tumeurs;775
2008;17;Femmes;2. Tumeurs;794
2009;17;Femmes;2. Tumeurs;803
2010;17;Femmes;2. Tumeurs;840
2011;17;Femmes;2. Tumeurs;857
2012;17;Femmes;2. Tumeurs;897
2013;17;Femmes;2. Tumeurs;938
2014;17;Femmes;2. Tumeurs;904
2015;17;Femmes;2. Tumeurs;924
2016;17;Femmes;2. Tumeurs;1005
2017;17;Femmes;2. Tumeurs;1026
2018;17;Femmes;2. Tumeurs;995
2019;17;Femmes;2. Tumeurs;1054
2020;17;Femmes;2. Tumeurs;996
2021;17;Femmes;2. Tumeurs;1058
2022;17;Femmes;2. Tumeurs;1036
1990;18;Femmes;2. Tumeurs;390
1991;18;Femmes;2. Tumeurs;383
1992;18;Femmes;2. Tumeurs;410
1993;18;Femmes;2. Tumeurs;405
1994;18;Femmes;2. Tumeurs;398
1995;18;Femmes;2. Tumeurs;378
1996;18;Femmes;2. Tumeurs;385
1997;18;Femmes;2. Tumeurs;367
1998;18;Femmes;2. Tumeurs;381
1999;18;Femmes;2. Tumeurs;376
2000;18;Femmes;2. Tumeurs;382
2001;18;Femmes;2. Tumeurs;407
2002;18;Femmes;2. Tumeurs;426
2003;18;Femmes;2. Tumeurs;389
2004;18;Femmes;2. Tumeurs;409
2005;18;Femmes;2. Tumeurs;411
2006;18;Femmes;2. Tumeurs;388
2007;18;Femmes;2. Tumeurs;422
2008;18;Femmes;2. Tumeurs;400
2009;18;Femmes;2. Tumeurs;412
2010;18;Femmes;2. Tumeurs;441
2011;18;Femmes;2. Tumeurs;439
2012;18;Femmes;2. Tumeurs;420
2013;18;Femmes;2. Tumeurs;452
2014;18;Femmes;2. Tumeurs;412
2015;18;Femmes;2. Tumeurs;488
2016;18;Femmes;2. Tumeurs;478
2017;18;Femmes;2. Tumeurs;467
2018;18;Femmes;2. Tumeurs;482
2019;18;Femmes;2. Tumeurs;453
2020;18;Femmes;2. Tumeurs;516
2021;18;Femmes;2. Tumeurs;465
2022;18;Femmes;2. Tumeurs;481
1990;19;Femmes;2. Tumeurs;304
1991;19;Femmes;2. Tumeurs;287
1992;19;Femmes;2. Tumeurs;312
1993;19;Femmes;2. Tumeurs;308
1994;19;Femmes;2. Tumeurs;305
